id,name,min_age_months
633,"Chicken drumstick, sauteed, skin eaten",12
634,"Chicken drumstick, sauteed, skin not eaten",12
635,"Chicken drumstick, fried, coated, skin / coating eaten, from raw",12
636,"Chicken drumstick, fried, coated, skin / coating not eaten, from raw",12
637,"Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw",12
638,"Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked",12
639,"Chicken drumstick, fried, coated, skin / coating not eaten, from pre-cooked",12
640,"Chicken drumstick, fried, coated, skin / coating eaten, from fast food / restaurant",12
641,"Chicken drumstick, fried, coated, skin / coating not eaten, from fast food / restaurant",12
642,"Chicken drumstick, baked, coated, skin / coating eaten",8
643,"Chicken drumstick, baked, coated, skin / coating not eaten",8
644,"Chicken thigh, NS as to cooking method, skin eaten",8
645,"Chicken thigh, NS as to cooking method, skin not eaten",8
646,"Chicken thigh, baked, broiled, or roasted, skin eaten, from raw",8
647,"Chicken thigh, baked, broiled, or roasted, skin not eaten, from raw",8
648,"Chicken thigh, baked or broiled, skin eaten, from pre-cooked",8
649,"Chicken thigh, baked or broiled, skin not eaten, from pre-cooked",8
650,"Chicken thigh, baked or broiled, skin eaten, from fast food / restaurant",8
651,"Chicken thigh, baked or broiled, skin not eaten, from fast food / restaurant",8
652,"Chicken thigh, rotisserie, skin eaten",8
653,"Chicken thigh, rotisserie, skin not eaten",8
654,"Chicken thigh, stewed, skin eaten",12
655,"Chicken thigh, stewed, skin not eaten",12
656,"Chicken thigh, grilled without sauce, skin eaten",8
657,"Chicken thigh, grilled without sauce, skin not eaten",8
658,"Chicken thigh, grilled with sauce, skin eaten",8
659,"Chicken thigh, grilled with sauce, skin not eaten",8
660,"Chicken thigh, sauteed, skin eaten",12
661,"Chicken thigh, sauteed, skin not eaten",12
662,"Chicken thigh, fried, coated, skin / coating eaten, from raw",12
663,"Chicken thigh, fried, coated, skin / coating not eaten, from raw",12
664,"Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw",12
665,"Chicken thigh, fried, coated, skin / coating eaten, from pre-cooked",12
666,"Chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked",12
667,"Chicken thigh, fried, coated, skin / coating eaten, from fast food",12
668,"Chicken thigh, fried, coated, skin / coating not eaten, from fast food",12
669,"Chicken thigh, fried, coated, skin / coating eaten, from restaurant",12
670,"Chicken thigh, fried, coated, skin / coating not eaten, from restaurant",12
671,"Chicken thigh, baked, coated, skin / coating eaten",8
672,"Chicken thigh, baked, coated, skin / coating not eaten",8
673,"Chicken wing, NS as to cooking method",8
674,"Chicken wing, baked, broiled, or roasted, from raw",8
675,"Chicken wing, baked or broiled, from pre-cooked",8
676,"Chicken wing, baked or broiled, from fast food / restaurant",8
677,"Chicken wing, rotisserie",8
678,"Chicken wing, stewed",12
679,"Chicken wing, grilled without sauce",8
680,"Chicken wing, grilled with sauce",8
681,"Chicken wing, sauteed",12
682,"Chicken wing, fried, coated, from raw",12
683,"Chicken wing, fried, coated, from pre-cooked",12
684,"Chicken wing, fried, coated, from fast food",12
685,"Chicken wing, fried, coated, from restaurant",12
686,"Chicken wing, baked, coated",8
687,"Chicken ""wings"" with hot sauce, from fast food / restaurant",24
688,"Chicken ""wings"" with other sauces or seasoning, from fast food / restaurant",8
689,"Chicken ""wings"", plain, from fast food / restaurant",8
690,"Chicken ""wings"" with hot sauce, from precooked",24
691,"Chicken ""wings"" with other sauces or seasoning, from precooked",8
692,"Chicken ""wings"", plain, from precooked",8
693,"Chicken ""wings"" with hot sauce, from other sources",24
694,"Chicken ""wings"" with other sauces or seasoning, from other sources",8
695,"Chicken ""wings"", plain, from other sources",8
696,"Chicken ""wings"", boneless, with hot sauce, from fast food / restaurant",24
697,"Chicken ""wings"", boneless, with hot sauce, from other sources",24
698,"Chicken, back",8
699,"Chicken, neck or ribs",8
700,"Chicken, tail",8
701,Chicken skin,8
702,Chicken feet,8
703,"Chicken, canned, meat only",8
704,"Chicken, chicken roll, roasted",9
705,"Chicken patty, breaded",8
706,"Chicken fillet, breaded",8
707,"Chicken fillet, grilled",8
708,"Chicken, ground",8
709,"Chicken nuggets, NFS",8
710,"Chicken nuggets, from fast food",8
711,"Chicken nuggets, from restaurant",8
712,"Chicken nuggets, from school lunch",8
713,"Chicken nuggets, from frozen",8
714,"Chicken nuggets, from other sources",8
715,"Chicken tenders or strips, NFS",8
716,"Chicken tenders or strips, breaded, from fast food",8
717,"Chicken tenders or strips, breaded, from restaurant",8
718,"Chicken tenders or strips, breaded, from school lunch",8
719,"Chicken tenders or strips, breaded, from frozen",8
720,"Chicken tenders or strips, breaded, from other sources",8
721,"Turkey, NFS",8
722,"Turkey, light meat, skin not eaten",8
723,"Turkey, light meat, skin eaten",8
724,"Turkey, light meat, breaded, baked or fried, skin not eaten",12
725,"Turkey, light meat, breaded, baked or fried, skin eaten",12
726,"Turkey, light meat, roasted, skin not eaten",8
727,"Turkey, light meat, roasted, skin eaten",8
728,"Turkey, dark meat, roasted, skin not eaten",8
729,"Turkey, dark meat, roasted, skin eaten",8
730,"Turkey, light and dark meat, roasted, skin not eaten",8
731,"Turkey, light and dark meat, roasted, skin eaten",8
732,"Turkey, light or dark meat, fried, coated, skin not eaten",12
733,"Turkey, light or dark meat, fried, coated, skin eaten",12
734,"Turkey, light or dark meat, stewed, skin not eaten",12
735,"Turkey light or dark meat, stewed, skin eaten",12
736,"Turkey, light or dark meat, smoked, skin eaten",8
737,"Turkey, light or dark meat, smoked, skin not eaten",8
738,"Turkey, drumstick, cooked, skin not eaten",8
739,"Turkey, drumstick, cooked, skin eaten",8
740,"Turkey, drumstick, roasted, skin not eaten",8
741,"Turkey, drumstick, roasted, skin eaten",8
742,"Turkey, thigh, cooked, skin eaten",8
743,"Turkey, thigh, cooked, skin not eaten",8
744,"Turkey, neck",8
745,"Turkey, wing, cooked, skin not eaten",8
746,"Turkey, wing, cooked, skin eaten",8
747,"Turkey, tail",8
748,"Turkey, back",8
749,"Turkey, canned",8
750,"Turkey, ground",8
751,"Turkey, nuggets",8
752,"Turkey bacon, cooked",8
753,"Turkey bacon, reduced sodium, cooked",8
754,"Duck, cooked, skin eaten",8
755,"Duck, cooked, skin not eaten",8
756,"Duck, roasted, skin eaten",8
757,"Duck, roasted, skin not eaten",8
758,"Duck, Peking",8
759,"Goose, wild, roasted",8
760,"Cornish game hen, cooked, skin eaten",8
761,"Cornish game hen, cooked, skin not eaten",8
762,"Cornish game hen, roasted, skin eaten",8
763,"Cornish game hen, roasted, skin not eaten",8
764,"Dove, cooked, NS as to cooking method",8
765,"Dove, fried",12
766,"Quail, cooked",8
767,"Pheasant, cooked",8
768,Baby Toddler chicken,6
769,Baby Toddler turkey,6
770,"Liver, beef",8
771,"Liver, chicken",8
772,"Liver, paste or pate",8
773,Heart,8
774,Kidney,8
775,Sweetbreads,9
776,Brains,8
777,Tongue,8
778,"Tongue pot roast, Puerto Rican style",8
779,Tripe,8
780,Chitterlings,8
781,Hog maws,8
782,Gizzard,8
783,"Hot dog, NFS",18
784,"Hot dog, beef",18
785,"Hot dog, meat and poultry",18
786,"Hot dog, reduced fat",18
787,"Hot dog, turkey",18
788,Beef sausage,18
789,Beef sausage with cheese,18
790,Blood sausage,18
791,Bratwurst,18
792,"Bratwurst, with cheese",18
793,Bologna,18
794,"Bologna, reduced fat",18
795,"Bologna, reduced sodium",18
796,Chorizo,18
797,Head cheese,8
798,Knockwurst,18
799,Mortadella,18
800,"Pastrami, NFS",18
801,"Pastrami, made from any kind of meat, reduced fat",18
802,"Pepperoni, NFS",18
803,"Pepperoni, reduced fat",18
804,"Pepperoni, reduced sodium",18
805,Polish sausage,18
806,Italian sausage,18
807,"Sausage, NFS",18
808,Pork sausage,18
809,"Pork sausage, reduced fat",18
810,"Pork sausage, reduced sodium",18
811,Pork and beef sausage,18
812,"Salami, NFS",18
813,"Salami, made from any type of meat, reduced fat",18
814,"Salami, made from any type of meat, reduced sodium",18
815,"Scrapple, cooked",8
816,Thuringer,18
817,Turkey or chicken sausage,18
818,"Turkey or chicken sausage, reduced sodium",18
819,Turkey or chicken and pork sausage,18
820,"Vienna sausage, canned",18
821,Pickled sausage,18
822,"Luncheon meat, NFS",18
823,"Ham, prepackaged or deli, luncheon meat",18
824,"Ham, prepackaged or deli, luncheon meat, reduced sodium",18
825,"Chicken, prepackaged or deli, luncheon meat",18
826,"Chicken, prepackaged or deli, luncheon meat, reduced sodium",18
827,"Ham luncheon meat, loaf type",18
828,Spam,18
829,"Spam, reduced sodium",18
830,Liverwurst,8
831,"Luncheon meat, loaf type",18
832,"Turkey, prepackaged or deli, luncheon meat",18
833,"Turkey, prepackaged or deli, luncheon meat, reduced sodium",18
834,"Turkey ham, prepackaged or deli, luncheon meat",18
835,"Beef, prepackaged or deli, luncheon meat",18
836,"Beef, prepackaged or deli, luncheon meat, reduced sodium",18
837,"Meat spread or potted meat, NFS",8
838,Chicken salad spread,8
839,Ham salad spread,8
840,"Fish, raw",60
841,"Fish, NFS",8
842,"Fish, NS as to type, baked or broiled",8
843,"Fish, NS as to type, baked or broiled, coated",8
844,"Fish, NS as to type, fried",12
845,"Fish, NS as to type, steamed",8
846,"Fish, canned",8
847,"Fish, smoked",8
848,"Fish, stick",8
849,"Fish, anchovy",8
850,"Fish, carp",8
851,"Fish, catfish, NFS",8
852,"Fish, catfish, baked or broiled",8
853,"Fish, catfish, grilled",8
854,"Fish, catfish, baked or broiled, coated",8
855,"Fish, catfish, fried",12
856,"Fish, catfish, steamed",8
857,"Fish, cod, NFS",8
858,"Fish, cod, baked or broiled",8
859,"Fish, cod, grilled",8
860,"Fish, cod, baked or broiled, coated",8
861,"Fish, cod, fried",12
862,"Fish, cod, steamed",8
863,"Fish, croaker",8
864,"Fish, eel",8
865,"Fish, flounder, NFS",8
866,"Fish, flounder, baked or broiled",8
867,"Fish, flounder, grilled",8
868,"Fish, flounder, baked or broiled, coated",8
869,"Fish, flounder, fried",12
870,"Fish, flounder, steamed",8
871,"Fish, haddock, NFS",8
872,"Fish, haddock, baked or broiled",8
873,"Fish, haddock, grilled",8
874,"Fish, haddock, baked or broiled, coated",8
875,"Fish, haddock, fried",12
876,"Fish, haddock, steamed",8
877,"Fish, halibut",8
878,"Fish, herring",8
879,"Fish, pickled",8
880,"Fish, mackerel, NFS",8
881,"Fish, mackerel, baked or broiled",8
882,"Fish, mackerel, grilled",8
883,"Fish, mackerel, baked or broiled, coated",8
884,"Fish, mackerel, fried",12
885,"Fish, mackerel, canned",8
886,"Fish, mullet",8
887,"Fish, perch, NFS",8
888,"Fish, perch, baked or broiled",8
889,"Fish, perch, grilled",8
890,"Fish, perch, baked or broiled, coated",8
891,"Fish, perch, fried",12
892,"Fish, perch, steamed",8
893,"Fish, pike",8
894,"Fish, pompano, NFS",8
895,"Fish, pompano, baked or broiled",8
896,"Fish, pompano, grilled",8
897,"Fish, pompano, baked or broiled, coated",8
898,"Fish, pompano, fried",12
899,"Fish, pompano, steamed",8
900,"Fish, snapper",8
901,"Fish, salmon, raw",60
902,"Fish, salmon, NFS",8
903,"Fish, salmon, baked or broiled",8
904,"Fish, salmon, grilled",8
905,"Fish, salmon, baked or broiled, coated",8
906,"Fish, salmon, fried",12
907,"Fish, salmon, steamed",8
908,"Fish, salmon, canned",8
909,"Fish, salmon, smoked",8
910,"Fish, sardines, canned",8
911,"Fish, bass, NFS",8
912,"Fish, bass, baked or broiled",8
913,"Fish, bass, grilled",8
914,"Fish, bass, baked or broiled, coated",8
915,"Fish, bass, fried",12
916,"Fish, bass, steamed",8
917,"Fish, shark",8
918,"Fish, swordfish",8
919,"Fish, trout, NFS",8
920,"Fish, trout, baked or broiled",8
921,"Fish, trout, grilled",8
922,"Fish, trout, baked or broiled, coated",8
923,"Fish, trout, fried",12
924,"Fish, trout, steamed",8
925,"Fish, tuna, raw",60
926,"Fish, tuna, NFS",8
927,"Fish, tuna, cooked",8
928,"Fish, tuna, canned",8
929,"Fish, whiting, NFS",8
930,"Fish, whiting, baked or broiled",8
931,"Fish, whiting, grilled",8
932,"Fish, whiting, baked or broiled, coated",8
933,"Fish, whiting, fried",12
934,"Fish, whiting, steamed",8
935,"Fish, tilapia, NFS",8
936,"Fish, tilapia, baked or broiled",8
937,"Fish, tilapia, grilled",8
938,"Fish, tilapia, baked or broiled, coated",8
939,"Fish, tilapia, fried",12
940,"Fish, tilapia, steamed",8
941,"Fish, white, mixed species, NFS",8
942,"Fish, white, mixed species, baked or broiled",8
943,"Fish, white, mixed species, baked or broiled, coated",8
944,"Fish, white, mixed species, fried",12
945,"Fish, white, mixed species, steamed",8
946,"Fish, white, mixed species, grilled",8
947,Frog legs,8
948,Octopus,8
949,Caviar,8
950,"Calamari, cooked",8
951,"Calamari, fried",12
952,Turtle,8
953,"Shellfish, NFS",8
954,Abalone,8
955,"Clams, raw",60
956,"Clams, NFS",8
957,"Clams, baked or broiled",8
958,"Clams, fried",12
959,"Clams, steamed or boiled",8
960,"Clams, canned",8
961,Crab,8
962,"Crab, canned",8
963,"Crab, soft shell",8
964,"Crayfish, fried",12
965,"Crayfish, cooked",8
966,Lobster,8
967,Mussels,8
968,"Oysters, raw",60
969,"Oysters, baked or broiled",8
970,"Oysters, steamed",8
971,"Oysters, fried",12
972,"Oysters, canned",8
973,"Scallops, baked or broiled",8
974,"Scallops, grilled",8
975,"Scallops, steamed or boiled",8
976,"Scallops, fried",12
977,"Shrimp, NFS",8
978,"Shrimp, baked or broiled",8
979,"Shrimp, grilled",8
980,"Shrimp, steamed or boiled",8
981,"Shrimp, fried",12
982,"Shrimp, baked or broiled, coated",8
983,"Shrimp, dried",8
984,"Shrimp, canned",8
985,Escargot,8
986,"Barbecue meat, NFS",8
987,Beef with tomato-based sauce,8
988,Beef burgundy,252
989,"Guisada, beef",8
990,"Chili, NFS",24
991,"Chili with meat, from restaurant",24
992,Chili with meat and beans,24
993,"Chili with meat, canned",24
994,Chili with meat,24
995,"Sloppy joe, no bun",8
996,Beef with gravy,8
997,Salisbury steak with gravy,8
998,Beef with cream or white sauce,8
999,Beef stroganoff,8
1000,Creamed chipped or dried beef,8
1001,Swedish meatballs with cream or white sauce,8
1002,Beef with mushroom sauce,8
1003,Beef with soy-based sauce,8
1004,Steak teriyaki,8
1005,Beef curry,8
1006,Beef curry with rice,8
1007,"Barbecue beef, with sauce",8
1008,"Barbecue beef, no sauce",8
1009,Beef with sweet and sour sauce,8
1010,"Stewed seasoned ground beef, Mexican style",12
1011,Steak tartare,60
1012,"Meatballs, Puerto Rican style",8
1013,"Stewed seasoned ground beef, Puerto Rican style",12
1014,"Stewed dried beef, Puerto Rican style",12
1015,Ham or pork with gravy,8
1016,"Barbecue pork, with sauce",8
1017,"Barbecue pork, no sauce",8
1018,Sweet and sour pork,8
1019,Ham stroganoff,8
1020,Ham or pork with mushroom sauce,8
1021,Ham or pork with tomato-based sauce,8
1022,Sausage with tomato-based sauce,18
1023,Sausage gravy,18
1024,"Guisada, pork",8
1025,Pork or ham with soy-based sauce,8
1026,"Chili hot dog, no bun",24
1027,Frankfurters or hot dogs with tomato-based sauce,18
1028,Pork with chili and tomatoes,24
1029,"Stewed pork, Puerto Rican style",12
1030,Lamb or mutton with gravy,8
1031,"Stewed goat, Puerto Rican style",12
1032,Veal scallopini,8
1033,Veal Marsala,252
1034,Veal parmigiana,8
1035,Veal cordon bleu,8
1036,Venison or deer with tomato-based sauce,8
1037,Venison or deer with gravy,8
1038,Chicken or turkey cacciatore,8
1039,Spaghetti sauce with poultry,9
1040,Spaghetti sauce with poultry and added vegetables,9
1041,"Stewed chicken with tomato-based sauce, Mexican style",12
1042,Chili with chicken and beans,24
1043,Chili with chicken,24
1044,"Chili, white",24
1045,Chicken with gravy,8
1046,Chicken or turkey fricassee,8
1047,Turkey with gravy,8
1048,Chicken or turkey with cream sauce,8
1049,Chicken or turkey with mushroom sauce,8
1050,Chicken or turkey with teriyaki,8
1051,Barbecue chicken,8
1052,Sweet and sour chicken or turkey,8
1053,"Sweet and sour chicken or turkey, without vegetables",8
1054,Chicken curry,8
1055,Chicken curry with rice,8
1056,Chicken with mole sauce,8
1057,Chicken or turkey with cheese sauce,8
1058,Chicken or turkey cordon bleu,8
1059,Chicken or turkey parmigiana,8
1060,Orange chicken,8
1061,Sesame chicken,8
1062,Chicken kiev,8
1063,"Stuffed chicken, drumstick or breast, Puerto Rican style",8
1064,"Fish with cream or white sauce, not tuna or lobster",8
1065,Fish timbale or mousse,8
1066,Shrimp cocktail,252
1067,Tuna with cream or white sauce,8
1068,Seafood thermidor,8
1069,Seafood sauce,8
1070,Spaghetti sauce with seafood,9
1071,Spaghetti sauce with seafood and added vegetables,9
1072,Shrimp with lobster sauce,8
1073,Sweet and sour shrimp,8
1074,Fish sauce,8
1075,Shrimp scampi,8
1076,Fish with tomato-based sauce,8
1077,Fish curry,8
1078,Fish curry with rice,8
1079,Shrimp teriyaki,8
1080,Ceviche,60
1081,"Crabs in tomato-based sauce, Puerto Rican style",8
1082,"Shrimp in garlic sauce, Puerto Rican style",8
1083,"Stew, fish",12
1084,"Meatballs, NS as to type of meat, with sauce",8
1085,"Meat loaf, Puerto Rican style",8
1086,Meat with tomato-based sauce,8
1087,Spaghetti sauce with meat,9
1088,Spaghetti sauce with meat and added vegetables,9
1089,"Stewed, seasoned, ground beef and pork, Mexican style",12
