Food Item,Food Group,Macronutrient Focus,Is Vitamin-Rich,Is Mineral-Rich,Is Vegan,Is Vegetarian,Is Gluten-Free,Is Dairy-Free,Is Nut-Free (General),Is Halal,Is Kosher,Processing Level,Culinary Usage,Health Impact,Contains Gluten,Contains Milk,Contains Eggs,Contains Fish,Contains Shellfish,Contains Peanuts,Contains Tree Nuts,Contains Soybeans,Contains Sesame,Contains Mustard,Contains Celery,Contains Sulphites
"Pasta with tomato-based sauce and seafood, home recipe",Composite Meal; Grains; Proteins; Vegetables,Protein-rich; Carbohydrate-rich,Y,Y,N,N,N,N,Y,Y,N,Processed,Meal,Healthy,Y,N,Variable,Y,Y,N,N,N,N,N,N,Variable
"Pasta with tomato-based sauce and seafood, ready-to-heat",Composite Meal; Grains; Proteins; Vegetables,Protein-rich; Carbohydrate-rich,N,N,N,N,N,N,Y,Y,N,Highly Processed,Meal; Convenience Food,Moderate,Y,N,Variable,Y,Y,N,N,Variable,N,N,N,Variable
"Pasta with tomato-based sauce, seafood, and added vegetables, restaurant",Composite Meal; Grains; Proteins; Vegetables,Protein-rich; Carbohydrate-rich,Y,Y,N,N,N,N,Y,Y,N,Processed,Meal,Healthy,Y,N,Variable,Y,Y,N,N,N,N,N,Variable,Variable
"Pasta with tomato-based sauce, seafood, and added vegetables, home recipe",Composite Meal; Grains; Proteins; Vegetables,Protein-rich; Carbohydrate-rich,Y,Y,N,N,N,N,Y,Y,N,Processed,Meal,Healthy,Y,N,Variable,Y,Y,N,N,N,N,N,Variable,Variable
"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",Composite Meal; Grains; Proteins; Vegetables,Protein-rich; Carbohydrate-rich,Y,N,N,N,N,N,Y,Y,N,Highly Processed,Meal; Convenience Food,Moderate,Y,N,Variable,Y,Y,N,N,Variable,N,N,Variable,Variable
"Pasta with cream sauce and seafood, restaurant",Composite Meal; Grains; Proteins; Dairy; Oils and fats,Protein-rich; Carbohydrate-rich; Fat-rich,N,Y,N,N,N,N,N,Y,N,Highly Processed,Meal,Unhealthy,Y,Y,Variable,Y,Y,N,N,N,N,N,N,N
"Pasta with cream sauce and seafood, home recipe",Composite Meal; Grains; Proteins; Dairy; Oils and fats,Protein-rich; Carbohydrate-rich; Fat-rich,N,Y,N,N,N,N,N,Y,N,Processed,Meal,Moderate,Y,Y,Variable,Y,Y,N,N,N,N,N,N,N
"Pasta with cream sauce and seafood, ready-to-heat",Composite Meal; Grains; Proteins; Dairy; Oils and fats,Protein-rich; Carbohydrate-rich; Fat-rich,N,Y,N,N,N,N,N,Y,N,Highly Processed,Meal; Convenience Food,Unhealthy,Y,Y,Variable,Y,Y,N,N,Variable,N,N,N,Variable
"Pasta with cream sauce, seafood, and added vegetables, restaurant",Composite Meal; Grains; Proteins; Dairy; Vegetables; Oils and fats,Protein-rich; Carbohydrate-rich; Fat-rich,Y,Y,N,N,N,N,N,Y,N,Highly Processed,Meal,Moderate,Y,Y,Variable,Y,Y,N,N,N,N,N,Variable,N
"Pasta with cream sauce, seafood, and added vegetables, home recipe",Composite Meal; Grains; Proteins; Dairy; Vegetables; Oils and fats,Protein-rich; Carbohydrate-rich; Fat-rich,Y,Y,N,N,N,N,N,Y,N,Processed,Meal,Moderate,Y,Y,Variable,Y,Y,N,N,N,N,N,Variable,N
"Pasta with cream sauce, seafood, and added vegetables, ready-to-heat",Composite Meal; Grains; Proteins; Dairy; Vegetables; Oils and fats,Protein-rich; Carbohydrate-rich; Fat-rich,Y,Y,N,N,N,N,N,Y,N,Highly Processed,Meal; Convenience Food,Moderate,Y,Y,Variable,Y,Y,N,N,Variable,N,N,Variable,Variable
"Pasta, whole grain, with tomato-based sauce and seafood, restaurant",Composite Meal; Grains; Proteins; Vegetables,Protein-rich; Carbohydrate-rich,Y,Y,N,N,N,N,Y,Y,N,Processed,Meal,Healthy,Y,N,N,Y,Y,N,N,N,N,N,N,Variable
"Pasta, whole grain, with tomato-based sauce and seafood, home recipe",Composite Meal; Grains; Proteins; Vegetables,Protein-rich; Carbohydrate-rich,Y,Y,N,N,N,N,Y,Y,N,Processed,Meal,Healthy,Y,N,N,Y,Y,N,N,N,N,N,N,Variable
"Pasta, whole grain, with tomato-based sauce and seafood, ready-to-heat",Composite Meal; Grains; Proteins; Vegetables,Protein-rich; Carbohydrate-rich,N,N,N,N,N,N,Y,Y,N,Highly Processed,Meal; Convenience Food,Moderate,Y,N,N,Y,Y,N,N,Variable,N,N,N,Variable
"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, restaurant",Composite Meal; Grains; Proteins; Vegetables,Protein-rich; Carbohydrate-rich,Y,Y,N,N,N,N,Y,Y,N,Processed,Meal,Healthy,Y,N,N,Y,Y,N,N,N,N,N,Variable,Variable
"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, home recipe",Composite Meal; Grains; Proteins; Vegetables,Protein-rich; Carbohydrate-rich,Y,Y,N,N,N,N,Y,Y,N,Processed,Meal,Healthy,Y,N,N,Y,Y,N,N,N,N,N,Variable,Variable
"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat",Composite Meal; Grains; Proteins; Vegetables,Protein-rich; Carbohydrate-rich,Y,N,N,N,N,N,Y,Y,N,Highly Processed,Meal; Convenience Food,Healthy,Y,N,N,Y,Y,N,N,Variable,N,N,Variable,Variable
"Pasta, whole grain, with cream sauce and seafood, restaurant",Composite Meal; Grains; Proteins; Dairy; Oils and fats,Protein-rich; Carbohydrate-rich; Fat-rich,N,Y,N,N,N,N,N,Y,N,Highly Processed,Meal,Unhealthy,Y,Y,N,Y,Y,N,N,N,N,N,N,N
"Pasta, whole grain, with cream sauce and seafood, home recipe",Composite Meal; Grains; Proteins; Dairy; Oils and fats,Protein-rich; Carbohydrate-rich; Fat-rich,N,Y,N,N,N,N,N,Y,N,Processed,Meal,Moderate,Y,Y,N,Y,Y,N,N,N,N,N,N,N
"Pasta, whole grain, with cream sauce and seafood, ready-to-heat",Composite Meal; Grains; Proteins; Dairy; Oils and fats,Protein-rich; Carbohydrate-rich; Fat-rich,N,Y,N,N,N,N,N,Y,N,Highly Processed,Meal; Convenience Food,Unhealthy,Y,Y,N,Y,Y,N,N,Variable,N,N,N,Variable
"Pasta, whole grain, with cream sauce, seafood, and added vegetables, restaurant",Composite Meal; Grains; Proteins; Dairy; Vegetables; Oils and fats,Protein-rich; Carbohydrate-rich; Fat-rich,Y,Y,N,N,N,N,N,Y,N,Highly Processed,Meal,Moderate,Y,Y,N,Y,Y,N,N,N,N,N,Variable,N
"Pasta, whole grain, with cream sauce, seafood, and added vegetables, home recipe",Composite Meal; Grains; Proteins; Dairy; Vegetables; Oils and fats,Protein-rich; Carbohydrate-rich; Fat-rich,Y,Y,N,N,N,N,N,Y,N,Processed,Meal,Moderate,Y,Y,N,Y,Y,N,N,N,N,N,Variable,N
"Pasta, whole grain, with cream sauce, seafood, and added vegetables, ready-to-heat",Composite Meal; Grains; Proteins; Dairy; Vegetables; Oils and fats,Protein-rich; Carbohydrate-rich; Fat-rich,Y,Y,N,N,N,N,N,Y,N,Highly Processed,Meal; Convenience Food,Moderate,Y,Y,N,Y,Y,N,N,Variable,N,N,Variable,Variable
Macaroni or pasta salad with crab meat,Composite Meal; Grains; Proteins; Condiments; Oils and fats; Vegetables,Protein-rich; Carbohydrate-rich; Fat-rich,Y,N,N,Y,N,N,Y,Y,N,Processed,Salad; Side Dish,Moderate,Y,Variable,Variable,Y,Y,N,N,Variable,N,Variable,Variable,N
Macaroni or pasta salad with shrimp,Composite Meal; Grains; Proteins; Condiments; Oils and fats; Vegetables,Protein-rich; Carbohydrate-rich; Fat-rich,Y,N,N,Y,N,N,Y,Y,N,Processed,Salad; Side Dish; Light Meal,Moderate,Y,Variable,Variable,N,Y,N,N,Variable,N,Variable,Variable,N
"Rice, fried, with shrimp",Composite Meal; Grains; Proteins; Vegetables; Condiments,Protein-rich; Carbohydrate-rich,Y,Y,N,N,N,N,Y,Y,N,Processed,Meal; Side Dish,Healthy,N,N,Variable,N,Y,N,N,Y,Variable,N,N,Variable
"Sushi, NFS",Composite Meal; Grains; Proteins; Vegetables; Seaweed,Balanced,Y,Y,Variable,N,N,N,Y,Variable,N,Processed,Meal; Appetizer,Healthy,N,N,Variable,Y,Y,N,N,Variable,Y,N,Variable,Variable
"Sushi roll, California",Composite Meal; Grains; Proteins; Fruits; Vegetables; Seaweed,Balanced,Y,Y,N,N,N,N,Y,Y,N,Processed,Sushi Roll,Healthy,N,N,N,Y,Y,N,N,N,Y,N,N,N
"Sushi roll, shrimp",Composite Meal; Grains; Proteins; Seaweed,Protein-rich; Carbohydrate-rich,Y,Y,N,N,N,N,Y,Y,N,Processed,Sushi Roll,Healthy,N,N,N,N,Y,N,N,N,Y,N,N,N
"Sushi, topped with crab",Composite Meal; Grains; Proteins,Protein-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Y,N,Processed,Sushi,Healthy,N,N,N,Y,Y,N,N,N,N,N,N,N
"Sushi, topped with shrimp",Composite Meal; Grains; Proteins,Protein-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Y,N,Processed,Sushi,Healthy,N,N,N,N,Y,N,N,N,N,N,N,N
"Seafood paella, Puerto Rican style",Composite Meal; Grains; Proteins; Vegetables; Spices,Balanced,Y,Y,N,N,N,Y,Y,Y,N,Processed,Meal,Healthy,N,N,N,Y,Y,N,N,N,N,N,Variable,Variable
"Rice with squid, Puerto Rican style",Composite Meal; Grains; Proteins; Vegetables,Protein-rich; Carbohydrate-rich,Y,Y,N,N,N,Y,Y,Y,N,Processed,Meal,Healthy,N,N,N,N,Y,N,N,N,N,N,Variable,N
"Soup, ramen noodles, water added",Grains; Sweets and snacks; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,N,N,N,Y,Y,Y,Y,Highly Processed,Meal; Snack,Unhealthy,Y,Variable,N,Variable,Variable,N,N,Y,Variable,N,N,Variable
"Baby Toddler food, NFS",Composite Meal,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Y,Y,Highly Processed,Baby/Toddler Meal,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable
"Infant formula, NFS",Specialized Nutrition,Balanced,Y,Y,N,N,Variable,Variable,Variable,Y,Y,Highly Processed,Infant Meal,Essential,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable
"Infant formula, Similac, NFS",Specialized Nutrition,Balanced,Y,Y,N,N,Variable,Variable,Variable,Y,Y,Highly Processed,Infant Meal,Essential,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable
"Infant formula, Enfamil, NFS",Specialized Nutrition,Balanced,Y,Y,N,N,Variable,Variable,Variable,Y,Y,Highly Processed,Infant Meal,Essential,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable
"Infant formula, Gerber, NFS",Specialized Nutrition,Balanced,Y,Y,N,N,Variable,Variable,Variable,Y,Y,Highly Processed,Infant Meal,Essential,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable
"Dip, NFS",Condiments,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Processed,Dip,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable
"Stew, NFS",Composite Meal,Balanced,Y,Y,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Processed,Meal,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable
"Chow mein or chop suey, NS as to type of meat, with noodles",Composite Meal,Balanced,Y,Y,Variable,N,N,Y,Variable,Variable,Variable,Processed,Meal,Variable,Y,N,Y,Variable,Variable,N,N,Y,Variable,N,Variable,Variable
"Paella, NFS",Composite Meal; Proteins; Grains; Vegetables,Balanced,Y,Y,Variable,N,N,Y,Variable,Variable,Variable,Processed,Meal,Variable,N,N,N,Variable,Variable,N,N,N,N,N,Variable,Variable
"Chow mein or chop suey, various types of meat, with noodles",Composite Meal,Balanced,Y,Y,N,N,N,Y,Y,Variable,Variable,Processed,Meal,Moderate,Y,N,Y,Variable,Variable,N,N,Y,Variable,N,Variable,Variable
Gumbo with rice,Composite Meal; Proteins; Grains; Vegetables,Balanced,Y,Y,Variable,N,N,Y,Variable,Variable,Variable,Processed,Meal,Variable,Y,N,N,Variable,Variable,N,N,N,N,Y,N,N
Jambalaya with meat and rice,Composite Meal; Proteins; Grains; Vegetables,Balanced,Y,Y,Variable,N,N,Y,Variable,Variable,Variable,Processed,Meal,Variable,Variable,N,N,Variable,Variable,N,N,Variable,N,Variable,N,N
"Chow mein or chop suey, NS as to type of meat, no noodles",Proteins; Vegetables; Condiments,Protein-rich,Y,Y,Variable,N,Y,Y,Variable,Variable,Variable,Processed,Meal Component,Variable,N,N,N,Variable,Variable,N,N,Y,Variable,N,Variable,Variable
"Gumbo, no rice",Composite Meal; Proteins; Vegetables,Protein-rich,Y,Y,Variable,N,N,Y,Variable,Variable,Variable,Processed,Meal Component,Variable,Y,N,N,Variable,Variable,N,N,N,N,Y,N,N
"Sandwich, NFS",Composite Meal; Grains,Carbohydrate-rich,Variable,Variable,Variable,Variable,N,Variable,Variable,Variable,Variable,Processed,Meal; Snack,Variable,Y,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable
"Sandwich wrap, NFS",Composite Meal; Grains,Carbohydrate-rich,Variable,Variable,Variable,Variable,N,Variable,Variable,Variable,Variable,Processed,Meal; Snack,Variable,Y,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable
"Barbecue sandwich, NFS",Composite Meal; Grains; Proteins; Condiments,Protein-rich; Carbohydrate-rich,N,N,N,N,N,N,Variable,Variable,Variable,Highly Processed,Meal; Snack,Unhealthy,Y,N,N,Variable,Variable,N,N,Variable,N,Variable,Variable,Variable
"Frozen dinner, NFS",Composite Meal,Balanced,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Highly Processed,Meal,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable
"Egg foo yung, NFS",Composite Meal; Proteins; Vegetables; Condiments,Protein-rich,Y,Y,N,N,N,Y,Y,Variable,Variable,Processed,Meal Component,Moderate,Variable,N,Y,Variable,Variable,N,N,Variable,N,N,N,Variable
"Tart, all types",Composite Meal; Grains; Sweets and snacks; Fruits; Dairy; Nuts,Carbohydrate-rich; Fat-rich,Variable,N,Y,Y,Variable,N,N,Variable,Variable,Highly Processed,Dessert; Appetizer; Meal Component,Variable,Y,Variable,Variable,Variable,Variable,Variable,Variable,Variable,N,N,N,Variable
"Taco, NFS",Composite Meal; Grains; Proteins; Vegetables; Dairy; Condiments,Balanced,Y,Y,Variable,Variable,N,N,Variable,Variable,Variable,Processed,Meal; Snack,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable
"Burrito, NFS",Composite Meal; Grains; Proteins; Vegetables; Dairy; Condiments,Balanced,Y,Y,Variable,Variable,N,N,Variable,Variable,Variable,Highly Processed,Meal,Variable,Y,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable
"Burrito bowl, NFS",Composite Meal; Grains; Proteins; Vegetables; Dairy; Condiments,Balanced,Y,Y,Variable,Variable,N,N,Variable,Variable,Variable,Processed,Meal,Variable,N,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable
"Enchilada, NFS",Composite Meal; Grains; Proteins; Vegetables; Dairy,Balanced,Y,Y,N,Variable,N,N,Y,Variable,Variable,Processed,Meal,Moderate,N,Y,Variable,Variable,Variable,N,N,Variable,N,N,N,Variable
"Nachos, NFS",Composite Meal; Grains; Dairy; Proteins; Vegetables; Condiments,Carbohydrate-rich; Fat-rich,Y,Y,Variable,Variable,N,N,N,Variable,Variable,Highly Processed,Appetizer; Snack; Meal,Unhealthy,N,Y,N,Variable,Variable,N,N,Variable,N,N,N,Variable
"Quesadilla, NFS",Composite Meal; Grains; Dairy; Proteins; Vegetables,Balanced; Fat-rich,Y,Y,Variable,Variable,N,N,Y,Variable,Variable,Processed,Meal; Appetizer; Snack,Variable,Variable,Y,Variable,Variable,Variable,Variable,Variable,Variable,N,N,N,Variable
"Fajita, NFS",Composite Meal; Grains; Proteins; Vegetables; Condiments,Protein-rich; Carbohydrate-rich,Y,Y,Variable,N,N,N,Y,Variable,Variable,Processed,Meal,Variable,Y,Variable,N,Variable,Variable,N,N,N,N,N,N,Variable
"Pizza, no cheese, thin crust",Composite Meal; Grains; Vegetables; Proteins,Carbohydrate-rich,Y,Y,Y,Y,N,Y,Y,Variable,Variable,Highly Processed,Meal; Snack,Variable,Y,N,N,Variable,Variable,N,N,Variable,N,N,Variable,Variable
"Pizza, no cheese, thick crust",Composite Meal; Grains; Vegetables; Proteins,Carbohydrate-rich,Y,Y,Y,Y,N,Y,Y,Variable,Variable,Highly Processed,Meal; Snack,Variable,Y,N,N,Variable,Variable,N,N,Variable,N,N,Variable,Variable
"Roll with meat and/or shrimp, vegetables and rice paper, not fried",Composite Meal; Grains; Proteins; Vegetables; Herbs,Protein-rich; Carbohydrate-rich,Y,Y,Y,Y,N,Y,Y,Variable,Variable,Minimally Processed,Appetizer; Light Meal,Healthy,N,N,N,Variable,Variable,N,N,N,N,N,N,N
"Wonton, dumpling or pot sticker, fried",Composite Meal; Grains; Proteins; Vegetables; Oils and fats,Carbohydrate-rich; Fat-rich; Protein-rich,Y,N,Y,Y,N,N,Y,Variable,Variable,Highly Processed,Appetizer; Dim Sum,Unhealthy,Y,N,Variable,Variable,Variable,N,N,Variable,Variable,N,N,N
"Wonton, dumpling or pot sticker, steamed",Composite Meal; Grains; Proteins; Vegetables,Protein-rich; Carbohydrate-rich,Y,Y,Y,Y,N,N,Y,Variable,Variable,Processed,Appetizer; Dim Sum,Healthy,Y,N,Variable,Variable,Variable,N,N,Variable,Variable,N,N,N
"Empanada, NFS",Composite Meal; Grains; Proteins; Vegetables; Oils and fats,Carbohydrate-rich; Fat-rich,Y,N,Variable,Variable,N,N,Y,Variable,Variable,Processed,Hand Pie; Snack; Meal,Variable,Y,Variable,Variable,Variable,Variable,N,N,Variable,N,N,Variable,Variable
Bao bun,Grains; Proteins; Sweets and snacks,Carbohydrate-rich,Y,N,Y,Y,N,Y,Variable,Y,Variable,Processed,Snack; Meal Component; Dim Sum,Variable,Y,N,Variable,Variable,Variable,N,N,Variable,Variable,N,N,N
"Quiche with meat, poultry or fish",Composite Meal; Grains; Dairy; Proteins; Vegetables; Oils and fats,Protein-rich; Fat-rich,Y,Y,N,N,N,N,N,Variable,Variable,Processed,Meal; Brunch,Moderate,Y,Y,Y,Variable,Variable,N,N,N,N,N,Variable,N
"Turnover or hot pocket, NFS",Composite Meal; Grains; Proteins; Vegetables; Oils and fats,Carbohydrate-rich; Fat-rich,Variable,N,Variable,Variable,N,N,Y,Variable,Variable,Highly Processed,Snack; Light Meal,Unhealthy,Y,Variable,Variable,Variable,Variable,N,N,Variable,N,N,N,Variable
Turnover or lean pocket,Composite Meal; Grains; Proteins; Vegetables; Dairy; Oils and fats,Balanced,Y,Y,Variable,Variable,N,N,Variable,Variable,Variable,Highly Processed,Snack; Light Meal,Moderate,Y,Variable,Variable,Variable,Variable,N,N,Variable,N,N,N,Variable
"Ravioli, NS as to filling, no sauce",Grains; Proteins,Balanced,Variable,Y,N,Variable,N,N,Y,Variable,Variable,Processed,Pasta Dish Component,Variable,Y,Variable,Y,Variable,Variable,N,N,Variable,N,N,N,N
"Ravioli, NS as to filling, with tomato sauce",Composite Meal; Grains; Proteins; Vegetables,Balanced,Y,Y,N,Variable,N,N,Y,Variable,Variable,Processed,Pasta Dish; Meal,Variable,Y,Variable,Y,Variable,Variable,N,N,Variable,N,N,Variable,Variable
"Ravioli, NS as to filling, with cream sauce",Composite Meal; Grains; Proteins; Dairy,Balanced; Fat-rich,Y,Y,N,Variable,N,N,N,Variable,Variable,Processed,Pasta Dish; Meal,Unhealthy,Y,Y,Y,Variable,Variable,N,N,Variable,N,N,N,N
"Lo mein, NFS",Composite Meal; Grains; Proteins; Vegetables; Condiments,Balanced,Y,Y,Variable,Variable,N,N,Y,Variable,Variable,Processed,Meal,Variable,Y,N,Y,Variable,Variable,N,N,Variable,Variable,N,Variable,Variable
"Pad Thai, NFS",Composite Meal; Grains; Proteins; Vegetables; Nuts; Condiments,Balanced,Y,Y,Variable,Variable,N,N,Variable,Variable,N,Processed,Meal,Variable,N,N,Y,Variable,Variable,Y,N,Variable,N,N,N,Variable
"Pasta with sauce, NFS",Composite Meal; Grains; Condiments,Carbohydrate-rich,Variable,Variable,N,Variable,N,N,Variable,Variable,Variable,Processed,Meal; Side Dish,Variable,Y,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable
"Yat Ga Mein with meat, fish, or poultry",Composite Meal; Grains; Proteins; Vegetables,Protein-rich; Carbohydrate-rich,Y,Y,N,N,N,N,Y,Variable,Variable,Processed,Soup; Meal,Moderate,Y,N,Y,Variable,Variable,N,N,N,N,N,N,N
"Rice, fried, NFS",Composite Meal; Grains; Proteins; Vegetables; Condiments,Balanced,Y,Y,Variable,Variable,N,N,Y,Variable,Variable,Processed,Meal; Side Dish,Variable,N,N,Variable,Variable,Variable,N,N,Y,Variable,N,N,Variable
"Congee, with meat, poultry, and/or seafood",Composite Meal; Grains; Proteins,Protein-rich; Carbohydrate-rich,Y,Y,N,N,N,Y,Y,Variable,Variable,Processed,Breakfast; Meal,Healthy,N,N,N,Variable,Variable,N,N,N,N,N,N,N
"Congee, with meat, poultry, and/or seafood, and vegetables",Composite Meal; Grains; Proteins; Vegetables,Balanced,Y,Y,N,N,N,Y,Y,Variable,Variable,Processed,Breakfast; Meal,Healthy,N,N,N,Variable,Variable,N,N,N,N,N,Variable,N
"Soup, NFS",Composite Meal,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Processed,Soup; Meal; Appetizer,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable
"Soup, noodle, NFS",Composite Meal; Grains; Vegetables; Proteins; Condiments,Carbohydrate-rich,Y,Y,Variable,Variable,N,N,Y,Variable,Variable,Processed,Soup; Meal,Variable,Y,N,Y,Variable,Variable,N,N,Variable,N,N,Variable,Variable
"Soup, rice",Composite Meal; Grains; Vegetables; Proteins; Condiments,Carbohydrate-rich,Y,Y,Variable,Variable,N,Y,Y,Variable,Variable,Processed,Soup; Meal,Variable,N,N,N,Variable,Variable,N,N,Variable,N,N,Variable,Variable
"Ramen bowl, NFS",Composite Meal; Grains; Proteins; Vegetables; Condiments,Balanced,Y,Y,Variable,Variable,N,N,Y,Variable,Variable,Processed,Meal,Variable,Y,Variable,Y,Variable,Variable,N,N,Y,Y,N,N,Variable
"Soup, wonton",Composite Meal; Grains; Proteins; Vegetables; Condiments,Protein-rich; Carbohydrate-rich,Y,Y,N,N,N,N,Y,Variable,Variable,Processed,Soup; Appetizer,Moderate,Y,N,Variable,Variable,Variable,N,N,Variable,Variable,N,N,Variable
"Soup, seaweed",Composite Meal; Vegetables; Condiments; Proteins,Mineral-rich,Y,Y,Y,Y,Variable,Y,Y,Variable,Variable,Processed,Soup,Healthy,N,Variable,N,Variable,Variable,N,N,Variable,Y,N,N,Variable
"Toddler meal, NFS",Composite Meal,Balanced,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Highly Processed,Toddler Meal,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable
"Sauce, NFS",Condiments,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Processed,Sauce; Topping; Dip; Marinade; Dressing,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable
"Candy, NFS",Sweets and snacks,Carbohydrate-rich; Fat-rich,N,N,Variable,Variable,Variable,Y,Variable,Y,Variable,Highly Processed,Treat,Unhealthy,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable
"Cocktail, NFS",Beverages; Sweets and snacks; Fruits,Carbohydrate-rich; Alcohol,Variable,N,Variable,Variable,Variable,Y,Variable,Y,Variable,Highly Processed,Alcoholic Beverage,Unhealthy,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable
"Milk, NFS",Dairy,Balanced,Y,Y,N,Y,Y,N,Y,Y,Y,Processed,Beverage; Ingredient,Neutral,N,Y,N,N,N,N,N,N,N,N,N,N
"Milk, whole",Dairy,Fat-rich; Protein-rich,Y,Y,N,Y,Y,N,Y,Y,Y,Processed,Beverage; Ingredient,Moderate,N,Y,N,N,N,N,N,N,N,N,N,N
"Milk, reduced fat (2%)",Dairy,Balanced,Y,Y,N,Y,Y,N,Y,Y,Y,Processed,Beverage; Ingredient,Healthy,N,Y,N,N,N,N,N,N,N,N,N,N
"Milk, low fat (1%)",Dairy,Protein-rich; Carbohydrate-rich,Y,Y,N,Y,Y,Y,Y,Y,Y,Processed,Beverage; Ingredient,Healthy,N,Y,N,N,N,N,N,N,N,N,N,N
"Milk, fat free (skim)",Dairy,Protein-rich; Carbohydrate-rich,Y,Y,N,Y,Y,Y,Y,Y,Y,Processed,Beverage; Ingredient,Healthy,N,Y,N,N,N,N,N,N,N,N,N,N
"Milk, lactose free, low fat (1%)",Dairy,Protein-rich; Carbohydrate-rich,Y,Y,N,Y,Y,Y,Y,Y,Y,Processed,Beverage; Ingredient,Healthy,N,Y,N,N,N,N,N,N,N,N,N,N
"Milk, lactose free, fat free (skim)",Dairy,Protein-rich; Carbohydrate-rich,Y,Y,N,Y,Y,Y,Y,Y,Y,Processed,Beverage; Ingredient,Healthy,N,Y,N,N,N,N,N,N,N,N,N,N
"Milk, lactose free, reduced fat (2%)",Dairy,Balanced,Y,Y,N,Y,Y,N,Y,Y,Y,Processed,Beverage; Ingredient,Healthy,N,Y,N,N,N,N,N,N,N,N,N,N
"Milk, lactose free, whole",Dairy,Fat-rich; Protein-rich,Y,Y,N,Y,Y,Y,Y,Y,Y,Processed,Beverage; Ingredient,Moderate,N,Y,N,N,N,N,N,N,N,N,N,N
Buttermilk,Dairy,Protein-rich; Carbohydrate-rich,Y,Y,N,Y,Y,N,Y,Y,Y,Processed,Beverage; Ingredient,Healthy,N,Y,N,N,N,N,N,N,N,N,N,N
Kefir,Dairy,Protein-rich; Carbohydrate-rich,Y,Y,N,Y,Y,N,Y,Y,Y,Processed,Beverage; Ingredient,Healthy,N,Y,N,N,N,N,N,N,N,N,N,N
Goat milk,Dairy,Balanced,Y,Y,N,Y,Y,N,Y,Y,Y,Processed,Beverage; Ingredient,Healthy,N,Y,N,N,N,N,N,N,N,N,N,N
"Milk, dry, reconstituted, nonfat",Dairy,Protein-rich; Carbohydrate-rich,Y,Y,N,Y,Y,N,Y,Y,Y,Processed,Ingredient; Beverage,Healthy,N,Y,N,N,N,N,N,N,N,N,N,N
"Milk, dry, reconstituted, whole",Dairy,Fat-rich; Protein-rich,Y,Y,N,Y,Y,N,Y,Y,Y,Processed,Ingredient; Beverage,Moderate,N,Y,N,N,N,N,N,N,N,N,N,N
"Milk, evaporated, NS as to fat content",Dairy,Balanced,Y,Y,N,Y,Y,N,Y,Y,Y,Processed,Ingredient,Neutral,N,Y,N,N,N,N,N,N,N,N,N,N
