match_type,value
intersection,"cabbage, green, cooked with oil"
intersection,"cabbage, green, cooked, fat added, ns as to fat type"
intersection,"cabbage, green, cooked, no added fat"
intersection,"cabbage, green, pickled"
intersection,"cabbage, green, raw"
intersection,"cabbage, red, cooked"
intersection,"cabbage, red, pickled"
intersection,"cabbage, red, raw"
intersection,"cabbage, savoy, cooked"
intersection,"cactus, cooked, fat added"
intersection,"cactus, cooked, no added fat"
intersection,"cactus, raw"
intersection,caesar dressing
intersection,"caesar dressing, fat free"
intersection,"caesar dressing, light"
intersection,"caesar salad, with romaine, no dressing"
intersection,cake made with glutinous rice
intersection,cake made with glutinous rice and dried beans
intersection,"cake or cupcake, apple"
intersection,"cake or cupcake, banana"
intersection,"cake or cupcake, black forest"
intersection,"cake or cupcake, carrot"
intersection,"cake or cupcake, chocolate with chocolate icing, bakery"
intersection,"cake or cupcake, chocolate with chocolate icing, from mix"
intersection,"cake or cupcake, chocolate with white icing, bakery"
intersection,"cake or cupcake, chocolate with white icing, from mix"
intersection,"cake or cupcake, chocolate, no icing"
intersection,"cake or cupcake, coconut"
intersection,"cake or cupcake, german chocolate"
intersection,"cake or cupcake, gingerbread"
intersection,"cake or cupcake, gluten free"
intersection,"cake or cupcake, lemon"
intersection,"cake or cupcake, marble"
intersection,"cake or cupcake, nfs"
intersection,"cake or cupcake, peanut butter"
intersection,"cake or cupcake, pumpkin"
intersection,"cake or cupcake, red velvet"
intersection,"cake or cupcake, spice"
intersection,"cake or cupcake, strawberry"
intersection,"cake or cupcake, white with chocolate icing, bakery"
intersection,"cake or cupcake, white with chocolate icing, from mix"
intersection,"cake or cupcake, white with white icing, bakery"
intersection,"cake or cupcake, white with white icing, from mix"
intersection,"cake or cupcake, white, no icing"
intersection,"cake or cupcake, zucchini"
intersection,"cake, angel food"
intersection,"cake, boston cream pie"
intersection,"cake, chocolate, flourless"
intersection,"cake, cream"
intersection,"cake, fruit cake"
intersection,"cake, jelly roll"
intersection,"cake, pineapple, upside down"
intersection,"cake, pound"
intersection,"cake, sponge"
intersection,"cake, strawberry shortcake"
intersection,"cake, torte"
intersection,"cake, tres leche"
intersection,"calamari, cooked"
intersection,"calamari, fried"
intersection,"calzone, with cheese, meatless"
intersection,"calzone, with meat and cheese"
intersection,"canadian bacon, cooked"
intersection,"candy, caramel"
intersection,"candy, cotton"
intersection,"candy, fruit flavored pieces"
intersection,"candy, fruit leather"
intersection,"candy, fruit snacks"
intersection,"candy, gummy"
intersection,"candy, hard"
intersection,"candy, licorice"
intersection,"candy, lollipop"
intersection,"candy, marshmallow"
intersection,"candy, mint"
intersection,"candy, nfs"
intersection,"candy, non chocolate, other, nfs"
intersection,"candy, non chocolate, sugar free"
intersection,"candy, nougat with nuts"
intersection,"candy, peanut brittle"
intersection,"candy, sprinkles"
intersection,"candy, taffy"
intersection,"cannelloni, cheese- and spinach-filled, no sauce"
intersection,canola oil
intersection,cantaloupe nectar
intersection,"cantaloupe, raw"
intersection,cape cod
intersection,"caramel dip, light"
intersection,"caramel dip, regular"
intersection,caribou
intersection,"carrot juice, 100%"
intersection,"carrots, canned, cooked with butter or margarine"
intersection,"carrots, canned, cooked with oil"
intersection,"carrots, canned, cooked, fat added, ns as to fat type"
intersection,"carrots, canned, cooked, no added fat"
intersection,"carrots, canned, reduced sodium, cooked with butter or margarine"
intersection,"carrots, canned, reduced sodium, cooked with oil"
intersection,"carrots, canned, reduced sodium, cooked, fat added, ns as to fat type"
intersection,"carrots, canned, reduced sodium, cooked, no added fat"
intersection,"carrots, cooked, as ingredient"
intersection,"carrots, cooked, from restaurant"
intersection,"carrots, fresh, cooked with butter or margarine"
intersection,"carrots, fresh, cooked with oil"
intersection,"carrots, fresh, cooked, fat added, ns as to fat type"
intersection,"carrots, fresh, cooked, no added fat"
intersection,"carrots, frozen, cooked with butter or margarine"
intersection,"carrots, frozen, cooked with oil"
intersection,"carrots, frozen, cooked, fat added, ns as to fat type"
intersection,"carrots, frozen, cooked, no added fat"
intersection,"carrots, glazed, cooked"
intersection,"carrots, ns as to form, cooked"
intersection,"carrots, raw"
intersection,"carrots, raw, salad"
intersection,"carrots, raw, salad with apples"
intersection,"casabe, cassava bread"
intersection,cashew butter
intersection,"cashews, honey roasted"
intersection,"cashews, lightly salted"
intersection,"cashews, nfs"
intersection,"cashews, salted"
intersection,"cashews, unroasted"
intersection,"cashews, unsalted"
intersection,"cassava, cooked"
intersection,"cauliflower, cooked, as ingredient"
intersection,"cauliflower, fresh, cooked with butter or margarine"
intersection,"cauliflower, fresh, cooked with oil"
intersection,"cauliflower, fresh, cooked, fat added, ns as to fat type"
intersection,"cauliflower, fresh, cooked, no added fat"
intersection,"cauliflower, frozen, cooked with butter or margarine"
intersection,"cauliflower, frozen, cooked with oil"
intersection,"cauliflower, frozen, cooked, fat added, ns as to fat type"
intersection,"cauliflower, frozen, cooked, no added fat"
intersection,"cauliflower, ns as to form, cooked"
intersection,"cauliflower, pickled"
intersection,"cauliflower, raw"
intersection,caviar
intersection,celery juice
intersection,"celery, cooked"
intersection,"celery, cooked, as ingredient"
intersection,"celery, pickled"
intersection,"celery, raw"
intersection,cereal or granola bar (general mills fiber one chewy bar)
intersection,cereal or granola bar (general mills nature valley chewy trail mix)
intersection,cereal or granola bar (general mills nature valley crunchy granola bar)
intersection,cereal or granola bar (general mills nature valley sweet and salty granola bar)
intersection,cereal or granola bar (kashi chewy)
intersection,cereal or granola bar (kashi crunchy)
intersection,cereal or granola bar (kellogg's nutri-grain cereal bar)
intersection,cereal or granola bar (kellogg's nutri-grain fruit and nut bar)
intersection,cereal or granola bar (kellogg's nutri-grain yogurt bar)
intersection,cereal or granola bar (kellogg's special k bar)
intersection,cereal or granola bar (kind fruit and nut bar)
intersection,cereal or granola bar (quaker chewy 25% less sugar granola bar)
intersection,cereal or granola bar (quaker chewy 90 calorie granola bar)
intersection,cereal or granola bar (quaker chewy dipps granola bar)
intersection,cereal or granola bar (quaker chewy granola bar)
intersection,cereal or granola bar (quaker granola bites)
intersection,"cereal or granola bar with nuts, chocolate coated"
intersection,"cereal or granola bar, chocolate coated, nfs"
intersection,"cereal or granola bar, coated with non-chocolate coating"
intersection,"cereal or granola bar, fruit and nut"
intersection,"cereal or granola bar, high fiber, coated with non-chocolate yogurt coating"
intersection,"cereal or granola bar, lowfat, nfs"
intersection,"cereal or granola bar, nfs"
intersection,"cereal or granola bar, nonfat"
intersection,"cereal or granola bar, oats, nuts, coated with non-chocolate coating"
intersection,"cereal or granola bar, peanuts , oats, sugar, wheat germ"
intersection,"cereal or granola bar, reduced sugar, nfs"
intersection,"cereal or granola bar, with coconut, chocolate coated"
intersection,"cereal or granola bar, with rice cereal"
intersection,"cereal or granola bar, with yogurt coating (general mills nature valley chewy granola bar)"
intersection,"cereal, bran flakes, flavored"
intersection,"cereal, bran flakes, plain"
intersection,"cereal, chocolate crispy"
intersection,"cereal, chocolate puffs"
intersection,"cereal, cinnamon toast"
intersection,"cereal, cooked, nfs"
intersection,"cereal, corn flakes, flavored"
intersection,"cereal, corn flakes, plain"
intersection,"cereal, corn puffs"
intersection,"cereal, corn squares"
intersection,"cereal, corn squares, flavored"
intersection,"cereal, crunch"
intersection,"cereal, flavored puffs"
intersection,"cereal, frosted oats with marshmallows"
intersection,"cereal, fruit crispy"
intersection,"cereal, fruit rings"
intersection,"cereal, granola"
intersection,"cereal, k's, flavored"
intersection,"cereal, k's, plain"
intersection,"cereal, multigrain"
intersection,"cereal, o's, flavored"
intersection,"cereal, o's, honey nut"
intersection,"cereal, o's, multigrain"
intersection,"cereal, o's, nfs"
intersection,"cereal, o's, plain"
intersection,"cereal, oat bran, ready-to-eat"
intersection,"cereal, oat bunches"
intersection,"cereal, oat squares"
intersection,"cereal, other, chocolate"
intersection,"cereal, other, fruit flavored"
intersection,"cereal, other, honey"
intersection,"cereal, other, nfs"
intersection,"cereal, other, peanut butter"
intersection,"cereal, other, plain"
intersection,"cereal, plain puffs"
intersection,"cereal, ready-to-eat, nfs"
intersection,"cereal, reduced sugar"
intersection,"cereal, rice crispy, flavored"
intersection,"cereal, rice crispy, plain"
intersection,"cereal, rice squares"
intersection,"cereal, shredded wheat, flavored"
intersection,"cereal, shredded wheat, plain"
intersection,"cereal, wheat flakes"
intersection,"cereal, wheat squares"
intersection,ceviche
intersection,champagne punch
intersection,channa saag
intersection,"chard, cooked"
intersection,"chard, raw"
intersection,cheese and queso as ingredient
intersection,cheese as ingredient in sandwiches
intersection,cheese ball
intersection,cheese dip
intersection,cheese dip with chili pepper
intersection,cheese flavored corn snacks
intersection,cheese flavored corn snacks (cheetos)
intersection,"cheese flavored corn snacks, reduced fat"
intersection,cheese fondue
intersection,cheese pastry puffs
intersection,"cheese quiche, meatless"
intersection,"cheese sandwich, american cheese, on wheat bread"
intersection,"cheese sandwich, american cheese, on white bread"
intersection,"cheese sandwich, cheddar cheese, on wheat bread"
intersection,"cheese sandwich, cheddar cheese, on white bread"
intersection,"cheese sandwich, nfs"
intersection,"cheese sandwich, reduced fat cheese, on wheat bread"
intersection,"cheese sandwich, reduced fat cheese, on white bread"
intersection,cheese sauce
intersection,"cheese sauce, for use with vegetables"
intersection,cheese souffle
intersection,"cheese spread, american or cheddar cheese base"
intersection,"cheese spread, american or cheddar cheese base, reduced fat"
intersection,"cheese spread, cream cheese"
intersection,"cheese spread, pressurized can"
intersection,"cheese spread, swiss cheese base"
intersection,cheese steak sandwich or sub on wheat
intersection,cheese steak sandwich or sub on white
intersection,"cheese, american"
intersection,"cheese, american and swiss blends"
intersection,"cheese, american, nonfat or fat free"
intersection,"cheese, american, reduced fat"
intersection,"cheese, american, reduced sodium"
intersection,"cheese, blue or roquefort"
intersection,"cheese, brick"
intersection,"cheese, brie"
intersection,"cheese, camembert"
intersection,"cheese, cheddar"
intersection,"cheese, cheddar, nonfat or fat free"
intersection,"cheese, cheddar, reduced fat"
intersection,"cheese, cheddar, reduced sodium"
