Food Group,Macronutrient Focus,Processing Level,Culinary Usage,Health Impact,id,diets,allergens
Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich,Highly Processed,Baby/Toddler Teething Biscuit; Snack,Unhealthy,2748,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Vegetables,Carbohydrate-rich; Vitamin-rich,Highly Processed,Baby Food,Healthy,4735,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Highly Processed,Baby Food,Healthy,4736,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Grains,Carbohydrate-rich,Processed,Healthy,Healthy,3108,"Vegan,Vegetarian,Halal,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten (barley)
Grains; Fruits,Carbohydrate-rich,Processed,Baby Food,Healthy,3112,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Low-Fat,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Grains; Fruits,Carbohydrate-rich,Highly Processed,Baby Food,Healthy,3119,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Egg-Free,Soy-Free","Cereals containing gluten,Milk"
Grains,Carbohydrate-rich,Processed,Healthy,Healthy,3113,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Grains; Fruits; Vegetables,Carbohydrate-rich,Highly Processed,Baby Food,Healthy,3118,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Egg-Free,Soy-Free","Cereals containing gluten,Milk"
Grains,Carbohydrate-rich,Processed,Baby Food,Variable,3115,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Egg-Free,Soy-Free","Cereals containing gluten,Milk"
Grains; Fruits,Carbohydrate-rich,Processed,Baby Food,Healthy,3114,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Low-Fat,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten (oats)
Grains; Fruits,Carbohydrate-rich,Highly Processed,Baby Food,Healthy,3120,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Egg-Free,Soy-Free","Cereals containing gluten (oats),Milk"
Grains,Carbohydrate-rich,Processed,Healthy,Healthy,3109,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten (oats)
Grains; Fruits; Vegetables,Carbohydrate-rich,Highly Processed,Baby Food,Healthy,3117,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Egg-Free,Soy-Free","Cereals containing gluten (oats),Milk"
Grains; Fruits,Carbohydrate-rich,Processed,Baby Food,Neutral,3111,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Grains; Fruits,Carbohydrate-rich,Highly Processed,Baby Food,Neutral,3121,"Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Milk
Grains,Carbohydrate-rich,Processed,Neutral,Unhealthy,3110,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Grains; Fruits; Vegetables,Carbohydrate-rich,Highly Processed,Baby Food,Neutral,3116,"Vegetarian,Halal,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Milk
Proteins,Protein-rich,Highly Processed,Baby/Toddler Meal,Healthy,768,"Paleo,Keto,Low-Carb,Mineral-Rich,Halal,Kosher,High-Protein,Gluten-Free,Dairy-Free,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich,Highly Processed,Baby/Toddler Cookie; Snack,Unhealthy,2747,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Oils and fats,Carbohydrate-rich,Highly Processed,Baby/Toddler Snack,Moderate,2807,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Vegetables; Fruits,Carbohydrate-rich,Highly Processed,Baby/Toddler Snack,Moderate,2810,"Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Composite Meal,Variable,Highly Processed,Baby/Toddler Meal,Variable,80,"Nut-Free,Halal,Kosher,Egg-Free,Soy-Free",
Composite Meal; Fruits; Proteins,Protein-rich; Carbohydrate-rich,Highly Processed,Baby Food,Healthy,3979,"Gluten-Free,Mineral-Rich,Vitamin-Rich,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Fruits; Vegetables; Sweets and snacks,Carbohydrate-rich,Highly Processed,Baby Food,Healthy,3974,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Fruits; Vegetables; Sweets and snacks,Carbohydrate-rich,Highly Processed,Baby Food,Healthy,3975,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Fruits; Vegetables; Grains; Sweets and snacks,Carbohydrate-rich,Highly Processed,Baby Food,Healthy,3976,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Fruits; Vegetables; Dairy; Sweets and snacks,Carbohydrate-rich,Highly Processed,Baby Food,Healthy,3977,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Gluten-Free,Nut-Free,Egg-Free,Soy-Free",Milk
Fruits; Sweets and snacks,Carbohydrate-rich,Highly Processed,Baby Food,Healthy,3969,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Fruits; Vegetables; Proteins,Balanced,Highly Processed,Baby Food,Healthy,3978,"Gluten-Free,Mineral-Rich,Vitamin-Rich,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Fruits; Grains; Sweets and snacks,Carbohydrate-rich,Highly Processed,Baby Food,Healthy,3972,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Fruits; Dairy; Sweets and snacks,Carbohydrate-rich,Highly Processed,Baby Food,Healthy,3973,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Gluten-Free,Nut-Free,Egg-Free,Soy-Free",Milk
Vegetables,Carbohydrate-rich; Vitamin-rich,Highly Processed,Baby Food,Healthy,4741,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Highly Processed,Baby Food,Healthy,4742,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Proteins,Protein-rich,Highly Processed,Baby/Toddler Meal,Moderate,520,"Keto,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Beverages; Fruits,Carbohydrate-rich,Highly Processed,Beverage,Moderate,3991,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Beverages; Fruits; Vegetables,Carbohydrate-rich,Highly Processed,Beverage,Moderate,3995,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Beverages; Fruits; Dairy; Sweets and snacks,Carbohydrate-rich,Highly Processed,Beverage; Snack,Moderate,3996,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Gluten-Free,Low-Fat,Nut-Free,Egg-Free,Soy-Free",Milk
Beverages; Fruits,Carbohydrate-rich,Highly Processed,Beverage,Moderate,3992,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Beverages; Fruits,Carbohydrate-rich,Highly Processed,Beverage,Moderate,3993,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Beverages; Fruits; Sweets and snacks,Carbohydrate-rich,Highly Processed,Beverage,Moderate,3990,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Beverages; Fruits,Carbohydrate-rich,Highly Processed,Beverage,Moderate,3994,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Fruits,Carbohydrate-rich,Highly Processed,Baby Food,Healthy,3989,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Proteins; Sweets and snacks,Protein-rich,Highly Processed,Baby/Toddler Snack,Moderate,521,"Keto,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Proteins,Protein-rich,Highly Processed,Baby/Toddler Meal,Healthy,438,"Paleo,Keto,Mineral-Rich,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Fruits; Sweets and snacks,Carbohydrate-rich,Highly Processed,Baby Food,Healthy,3970,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Fruits; Sweets and snacks,Carbohydrate-rich,Highly Processed,Baby Food,Healthy,3971,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Highly Processed,Baby Food,Healthy,4744,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Highly Processed,Baby Food,Healthy,4745,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Fruits,Carbohydrate-rich,Highly Processed,Baby Food,Healthy,3984,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Fruits,Carbohydrate-rich,Highly Processed,Baby Food,Healthy,3985,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Fruits,Carbohydrate-rich,Highly Processed,Baby Food,Healthy,3986,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Fruits,Carbohydrate-rich,Highly Processed,Baby Food,Healthy,3987,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Legumes; Vegetables,Carbohydrate-rich; Protein-rich; Vitamin-rich,Highly Processed,Baby Food,Healthy,4748,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Legumes; Vegetables,Carbohydrate-rich; Protein-rich; Vitamin-rich,Highly Processed,Baby Food,Healthy,4749,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Fruits,Carbohydrate-rich,Highly Processed,Baby Food,Healthy,3988,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Dairy; Sweets and snacks; Grains,Carbohydrate-rich,Highly Processed,Baby Dessert,Unhealthy,3997,"Vegetarian,Mineral-Rich,Halal,Kosher,Pescatarian,Gluten-Free,Nut-Free,Egg-Free,Soy-Free",Milk
Grains; Sweets and snacks; Fruits,Carbohydrate-rich,Highly Processed,Baby/Toddler Snack,Moderate,2808,"Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Grains; Sweets and snacks; Vegetables,Carbohydrate-rich,Highly Processed,Baby/Toddler Snack,Moderate,2809,"Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Grains; Sweets and snacks; Fruits; Vegetables,Carbohydrate-rich,Highly Processed,Baby/Toddler Snack,Moderate,2745,"Nut-Free,Halal,Kosher,Egg-Free,Soy-Free","Cereals containing gluten,Milk"
Vegetables,Carbohydrate-rich; Vitamin-rich,Highly Processed,Baby Food,Healthy,4737,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Highly Processed,Baby Food,Healthy,4738,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Highly Processed,Baby Food,Healthy,4739,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Highly Processed,Baby Food,Healthy,4740,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Proteins,Protein-rich,Highly Processed,Baby/Toddler Meal,Healthy,769,"Paleo,Keto,Low-Carb,Mineral-Rich,Halal,Kosher,High-Protein,Gluten-Free,Dairy-Free,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Highly Processed,Baby Food,Healthy,4734,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Vegetables; Proteins,Protein-rich; Balanced,Highly Processed,Baby Food,Healthy,4747,"Gluten-Free,Mineral-Rich,Vitamin-Rich,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Vegetables; Grains,Carbohydrate-rich; Vitamin-rich,Highly Processed,Baby Food,Healthy,4746,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Grains; Sweets and snacks; Vegetables; Fruits,Carbohydrate-rich,Highly Processed,Baby/Toddler Snack,Moderate,2811,"Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Dairy; Sweets and snacks; Fruits,Carbohydrate-rich,Highly Processed,Baby/Toddler Snack,Unhealthy,3998,"Vegetarian,Mineral-Rich,Halal,Kosher,Pescatarian,Gluten-Free,Nut-Free,Egg-Free,Soy-Free",Milk
Dairy,Protein-rich; Carbohydrate-rich,Processed,Baby/Toddler Meal,Healthy,81,"Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",Milk
Dairy; Fruits; Sweets and snacks,Carbohydrate-rich,Processed,Baby/Toddler Meal,Moderate,82,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Milk
Proteins; Grains; Vegetables; Oils and fats,Protein-rich; Carbohydrate-rich; Fat-rich,Highly Processed,Appetizer; Snack,Unhealthy,3334,"Pescatarian,Halal,Vitamin-Rich,Kosher,Nut-Free,Soy-Free","Fish,Cereals containing gluten,Eggs"
Condiments; Proteins; Vegetables; Oils and fats; Sweets and snacks,Fat-rich,Highly Processed,Dressing,Unhealthy,4815,"Keto,Low-Carb,Vitamin-Rich,Kosher,Gluten-Free,Nut-Free","Eggs,Soybeans,Mustard"
Composite Meal; Grains; Oils and fats; Proteins,Protein-rich; Carbohydrate-rich; Fat-rich,Highly Processed,Breakfast; Meal,Unhealthy,1954,"Nut-Free,Soy-Free","Milk,Cereals containing gluten,Eggs"
Proteins; Oils and fats; Sweets and snacks,Fat-rich,Highly Processed,Topping; Condiment,Unhealthy,2083,"Nut-Free,Kosher,Halal,Egg-Free","Soybeans,Cereals containing gluten"
Proteins; Oils and fats,Fat-rich; Protein-rich,Minimally Processed,Side Dish; Ingredient,Unhealthy,507,"Paleo,Keto,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Proteins; Oils and fats,Protein-rich; Fat-rich,Highly Processed,Meat Substitute,Moderate,2082,"Vegan,Vegetarian,Halal,Kosher,Dairy-Free,Lactose-Free,Nut-Free,Egg-Free","Soybeans,Cereals containing gluten"
Proteins; Oils and fats,Fat-rich; Protein-rich,Processed,Sandwich Layer,Unhealthy,4873,"Paleo,Keto,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Proteins; Oils and fats,Fat-rich; Protein-rich,Processed,Topping; Flavoring,Unhealthy,4856,"Paleo,Keto,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Grains; Proteins; Vegetables; Condiments,Protein-rich; Carbohydrate-rich; Fat-rich,Processed,Meal; Snack,Moderate,1597,"Dairy-Free,Vitamin-Rich,Nut-Free,Soy-Free","Cereals containing gluten,Eggs"
Composite Meal; Grains; Proteins; Vegetables; Condiments,Protein-rich; Carbohydrate-rich; Fat-rich,Processed,Meal; Snack,Unhealthy,1596,"Dairy-Free,Vitamin-Rich,Nut-Free,Soy-Free","Cereals containing gluten,Eggs"
Proteins; Oils and fats,Fat-rich; Protein-rich,Processed,Side Dish; Ingredient,Unhealthy,502,"Paleo,Keto,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Proteins; Oils and fats,Fat-rich; Protein-rich,Processed,Side Dish; Ingredient,Unhealthy,503,"Paleo,Keto,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Low Sodium,Nut-Free,Egg-Free,Soy-Free",
Grains,Carbohydrate-rich,Processed,Bread Product,Moderate,2301,"Vegan,Vegetarian,Halal,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Grains; Oils and fats; Sweets and snacks,Carbohydrate-rich; Fat-rich,Processed,Snack; Dip Vehicle,Moderate,2909,"Vegan,Vegetarian,Halal,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Low-Fat,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Grains,Carbohydrate-rich,Processed,Bread Product,Healthy,2402,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Egg-Free,Soy-Free","Cereals containing gluten,Nuts,Sesame seeds"
Grains; Fruits,Carbohydrate-rich,Processed,Bread Product,Healthy,2403,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Egg-Free,Soy-Free","Cereals containing gluten,Nuts,Sesame seeds"
Grains,Carbohydrate-rich,Processed,Bread Product,Healthy,2389,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Grains,Carbohydrate-rich,Processed,Bread Product,Healthy,2379,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Grains,Carbohydrate-rich,Processed,Bread Product,Moderate,2349,"Vegan,Vegetarian,Halal,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Grains,Carbohydrate-rich,Processed,Bread Product,Healthy,2354,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Grains; Fruits; Nuts,Carbohydrate-rich,Processed,Bread Product,Healthy,2353,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Egg-Free,Soy-Free","Cereals containing gluten,Nuts"
Grains; Fruits,Carbohydrate-rich,Processed,Bread Product,Moderate,2351,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Grains,Carbohydrate-rich,Processed,Bread Product,Healthy,2325,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Grains,Carbohydrate-rich,Processed,Bread Product,Healthy,2350,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Grains; Fruits,Carbohydrate-rich,Processed,Bread Product,Healthy,2352,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Grains; Fruits,Carbohydrate-rich,Processed,Bread Product,Moderate,2303,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Grains; Fruits,Carbohydrate-rich,Processed,Bread Product,Moderate,2302,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Legumes; Sweets and snacks,Carbohydrate-rich; Protein-rich,Processed,Side Dish,Moderate,2007,"Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Legumes; Sweets and snacks,Carbohydrate-rich; Protein-rich,Processed,Side Dish,Moderate,2009,"Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Legumes; Sweets and snacks,Carbohydrate-rich; Protein-rich,Processed,Side Dish,Moderate,2027,"Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Low Sodium,Nut-Free,Egg-Free,Soy-Free",
Legumes; Sweets and snacks,Carbohydrate-rich; Protein-rich,Processed,Side Dish,Moderate,2008,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Grains; Sweets and snacks; Nuts; Dairy; Oils and fats,Fat-rich; Carbohydrate-rich,Highly Processed,Pastry; Dessert,Unhealthy,2661,"Vegetarian,Halal,Vitamin-Rich,Pescatarian,Egg-Free,Soy-Free","Cereals containing gluten,Nuts"
Vegetables,Carbohydrate-rich,Minimally Processed,Ingredient,Healthy,4464,"Vegan,Vegetarian,Gluten-Free,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Fruits; Sweets and snacks; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Snack,Unhealthy,3817,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
